model_number,part_number,description,classification,series,canopy_color,frame_color,carrier_type,shipping_dims,carton_1_width,carton_1_depth,carton_1_height,product_weight_lb,pallet_weight_lb,total_product_pallet_weight_lb,location,inventory,ships_via,stock_status,warehouse_category,missing_fields,last_updated,source_file_name,source_sheet_name,source_row_number,record_key,match_key,source_classification,manual_classification,review_needed,review_notes,item_type,series_code,source_status,department,unit,oem,brand,cost,gross_weight_lb,cubic_feet,pallet_size,retail,q3_2025_retail,specs,pictures,notes,notes2
ZBA-MHC-A1,ZBA-MHC-A1,Beckon Top Cover (Parts D),Parts,N/A,,,UPS / USPS / FedEx,,,,,,,0,,5,Common Carrier | Ground Advantage,In Stock,Parts,series; canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,266,ZBA-MHC-A1,ZBA-MHC-A1,Parts,false,true,"Missing: series, canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",End Cap,Accessory,Active,Accessory,ea,Z-ACCOR,,,,0,,,,Beckon Motor Hook Cover,,Part D,Part D
ZBA-MHP-A1,ZBA-MHP-A1,Beckon Hook Pin (Parts C),Parts,N/A,,,UPS / USPS / FedEx,,,,,,,0,,1,Common Carrier | Ground Advantage,In Stock,Parts,series; canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,267,ZBA-MHP-A1,ZBA-MHP-A1,Parts,false,true,"Missing: series, canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Hardware,Accessory,Active,Accessory,ea,Z-ACCOR,,,,0,,,,Beckon Motor Crank Hook Pin,,Part C,Part C
ZBA-MSA-A1,ZBA-MSA-A1,Beckon Mounting & Plastic Sleeve (Parts G),Parts,N/A,,,UPS / USPS / FedEx,,,,,,,0,,1,Common Carrier | Ground Advantage,In Stock,Parts,series; canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,268,ZBA-MSA-A1,ZBA-MSA-A1,Parts,false,true,"Missing: series, canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Hardware,Accessory,Active,Accessory,SET,Z-ACCOR,,,,0,,,,Beckon Wall Mount Mount Screw Anchor/Sleeve,,Part G,Part G
ZBA-PCE-A1,ZBA-PCE-A1,Beckon Power Cord & Extension (Parts I),Parts,N/A,,,UPS / USPS / FedEx,,,,,,,0,,1,Common Carrier | Ground Advantage,In Stock,Parts,series; canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,269,ZBA-PCE-A1,ZBA-PCE-A1,Parts,false,true,"Missing: series, canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Power Cord,Accessory,Active,Accessory,ea,Z-ACCOR,,,,0,,,,Beckon Power Cord + Extension,,Part I,Part I
ZBA-RFR-A1,ZBA-RFR-A1,Beckon RF Remote (Parts H),Parts,N/A,,,UPS / USPS / FedEx,,,,,,,0,,2,Common Carrier | Ground Advantage,In Stock,Parts,series; canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,270,ZBA-RFR-A1,ZBA-RFR-A1,Parts,false,true,"Missing: series, canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Remote,Accessory,Active,Accessory,ea,Z-ACCOR,,,,0,,,,Beckon RF Remote,,Part H,Part H
ZBA-WBS-A1,ZBA-WBS-A1,Beckon Adjustable Wall Bracket - Standard (Parts E),Parts,N/A,,,UPS / USPS / FedEx,,,,,,,0,,2,Common Carrier | Ground Advantage,In Stock,Parts,series; canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,271,ZBA-WBS-A1,ZBA-WBS-A1,Parts,false,true,"Missing: series, canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bracket,Accessory,Active,Accessory,ea,Z-ACCOR,,,,0,,,,Beckon Adjustable Wall Mount Bracket (Standard),,Part E,Part E
,ZBA-WBS-A2,Beckon Adjustable Wall Mount Bracket (Extended),Parts,N/A,,,,,,,,,,,,,,Review Needed,Parts,series; canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,272,ZBA-WBS-A2,ZBA-WBS-A2,Parts,false,true,"Missing: series, canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Bracket,Accessory,Active,Accessory,ea,Z-ACCOR,,,,,,,,Beckon Adjustable Wall Mount Bracket (Extended),,,
ZBA-WMS-A1,ZBA-WMS-A1,Beckon Mounting Hardware Screws (Parts F),Parts,N/A,,,UPS / USPS / FedEx,,,,,,,0,,3,Common Carrier | Ground Advantage,In Stock,Parts,series; canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,273,ZBA-WMS-A1,ZBA-WMS-A1,Parts,false,true,"Missing: series, canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Hardware,Accessory,Active,Accessory,SET,Z-ACCOR,,,,0,,,,Beckon Wall Mount Screw,,Part F,Part F
ZCA-A07-S1,ZCA-A07-S1,C Series Arm 7 ft. Set - Left & Right,Parts,Classic Series,Gray,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,274,ZCA-A07-S1,ZCA-A07-S1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Arm,C,Active,Accessory,ea,Z-ACCOR,,,,0,,230,,C Series Arm 7 ft. Set - LEFT & RIGHT,,Replacement for 8x7' Awnings,Replacement for 8x7' Awnings
ZCA-A07-S1-L,ZCA-A07-S1-L,C Series Arm 7 ft. - Left,Parts,Classic Series,Gray,,UPS / USPS / FedEx,,,,,,,0,,34,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,275,ZCA-A07-S1-L,ZCA-A07-S1-L,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Arm,C,Active,Accessory,ea,Z-ACCOR,,79,,0,,115,,C Series Arm 7 ft. - LEFT,,Replacement for 8x7' Awnings,Replacement for 8x7' Awnings
ZCA-A07-S1-R,ZCA-A07-S1-R,C Series Arm 7 ft. - Right,Parts,Classic Series,Gray,,UPS / USPS / FedEx,,,,,,,0,,31,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,276,ZCA-A07-S1-R,ZCA-A07-S1-R,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Arm,C,Active,Accessory,ea,Z-ACCOR,,,,0,,115,,C Series Arm 7 ft. Right,,Replacement for 8x6' Awnings,Replacement for 8x6' Awnings
ZCA-A08-S1,ZCA-A08-S1,C Series Arm 8 ft. Set - Left & Right,Parts,Classic Series,Gray,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,277,ZCA-A08-S1,ZCA-A08-S1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Arm,C,Active,Accessory,ea,Z-ACCOR,,,,0,,235,,C Series Arm 8 ft. Set - LEFT & RIGHT,,Replacement for 10x8' Awnings,Replacement for 10x8' Awnings
ZCA-A08-S1-L,ZCA-A08-S1-L,C Series Arm 8 ft. -Left,Parts,Classic Series,Gray,,UPS / USPS / FedEx,,,,,,,0,,37,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,278,ZCA-A08-S1-L,ZCA-A08-S1-L,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Arm,C,Active,Accessory,ea,Z-ACCOR,,,,0,,118,,C Series Arm 8 ft. -LEFT,,Replacement for 10x8' Awnings,Replacement for 10x8' Awnings
ZCA-A08-S1-R,ZCA-A08-S1-R,C Series Arm 8 ft. - Right,Parts,Classic Series,Gray,,UPS / USPS / FedEx,,,,,,,0,,28,Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,279,ZCA-A08-S1-R,ZCA-A08-S1-R,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Arm,C,Active,Accessory,ea,Z-ACCOR,,,,0,,118,,C Series Arm 8 ft. - RIGHT,,Replacement for 10x8' Awnings,Replacement for 10x8' Awnings
ZCA-A10-S1,ZCA-A10-S1,C Series Arm 10 ft. Set - Left & Right,Parts,Classic Series,Gray,,UPS / USPS / FedEx,,,,,,,0,,,Common Carrier | Ground Advantage,Review Needed,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,280,ZCA-A10-S1,ZCA-A10-S1,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location, inventory",Arm,C,Active,Accessory,ea,Z-ACCOR,,,,0,,240,,C Series Arm 10 ft. Set - LEFT & RIGHT,,"Replacement for 12', 14' & 16' Awnings","Replacement for 12', 14' & 16' Awnings"
ZCA-A10-S1-L,ZCA-A10-S1-L,C Series Arm 10 ft. - Left,Parts,Classic Series,Gray,,UPS / USPS / FedEx,,,,,,0,10,,41,USPS | Common Carrier | Ground Advantage,In Stock,Parts,frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,281,ZCA-A10-S1-L,ZCA-A10-S1-L,Parts,false,true,"Missing: frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Arm,C,Active,Accessory,ea,Z-ACCOR,,,,0,,120,,C Series Arm 10 ft. - LEFT,,"Replacement for 12', 14'' & 16' Awnings","Replacement for 12', 14'' & 16' Awnings"
ZCA-A10-S1-R,ZCA-A10-S1-R,C Series Arm 10 ft. - Right,Parts,Classic Series,Gray,,UPS / USPS / FedEx,4 x 4 x 74,4,4,74,,0,10,,36,USPS | Common Carrier | Ground Advantage,In Stock,Parts,frame_color; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,282,ZCA-A10-S1-R,ZCA-A10-S1-R,Parts,false,true,"Missing: frame_color, product_weight_lb, location",Arm,C,Active,Accessory,ea,Z-ACCOR,,,,0.7,,120,,C Series Arm 10 ft. - RIGHT,,"Replacement for 12', 14'' & 16' Awnings","Replacement for 12', 14'' & 16' Awnings"
ZCA-ABR-S1,ZCA-ABR-S1,"Arm Shoulder Bolt, Shim, & Rivet Set",Parts,Classic Series,,,UPS / USPS / FedEx,,,,,,0,0,,116,USPS | Common Carrier | Ground Advantage | Padded Envelope,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,283,ZCA-ABR-S1,ZCA-ABR-S1,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, location",Hardware,C,Active,Accessory,ea,Z-ACCOR,,,,0,,35,,"Arm Shoulder Bolt, Shim, & Rivet Set",,"Replacement for Classic, FS, & SG Series Awnings","Replacement for Classic, FS, & SG Series Awnings"
ZCA-BOX-00,ZCA-BOX-00,C Series Box: Dual-Use Bracket (Double Corrugate Cardboard Box),Parts,Classic Series,,,UPS / USPS / FedEx,,,,,,,0,,66,Common Carrier | Ground Advantage,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,284,ZCA-BOX-00,ZCA-BOX-00,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Bracket,C,Active,Accessory,ea,Z-ACCOR,,,,0,,,,C Series Box: Dual-Use Bracket (Double corrugate cardboard b,,,
ZCA-BOX-08,ZCA-BOX-08,C Series Box + Foam: 8'X6',Shipping,Classic Series,,,N/A,,,,,,,0,,20,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,285,ZCA-BOX-08,ZCA-BOX-08,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,C,Active,Accessory,ea,Z-ACCOR,,,,0,,,,C Series Box + Foam: 8'x6',,,
ZCA-BOX-10,ZCA-BOX-10,C Series Box + Foam: 10'X8',Shipping,Classic Series,,,N/A,,,,,,,0,,20,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,286,ZCA-BOX-10,ZCA-BOX-10,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,C,Active,Accessory,ea,Z-ACCOR,,,,0,,,,C Series Box + Foam: 10'x 8',,,
ZCA-BOX-12,ZCA-BOX-12,C Series Box + Foam: 12'X10',Shipping,Classic Series,,,N/A,,,,,,,0,,13,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,287,ZCA-BOX-12,ZCA-BOX-12,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,C,Active,Accessory,ea,Z-ACCOR,,246.1,,0,,,,C Series Box + Foam: 12'x10',,,
ZCA-BOX-13,ZCA-BOX-13,C Series Box + Foam: 13'X10',Shipping,Classic Series,,,N/A,,,,,,,0,,13,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,288,ZCA-BOX-13,ZCA-BOX-13,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,C,Active,Accessory,ea,Z-ACCOR,,123.05,,0,,,,C Series Box + Foam: 13'x10',,,
ZCA-BOX-16,ZCA-BOX-16,C Series Box + Foam: 16'X10',Shipping,Classic Series,,,N/A,,,,,,,0,,14,"Carton 920g & m2, 2-ply AB & F, thickness 6.5~7mm, Hardness K",In Stock,Parts,canopy_color; frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,289,ZCA-BOX-16,ZCA-BOX-16,Shipping,false,true,"Missing: canopy_color, frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Carton,C,Active,Accessory,ea,Z-ACCOR,,123.05,,0,,,,C Series Box + Foam: 16'x10',,,
ZCA-BOX-H,ZCA-BOX-H,C Series Box: Hand Crank,Parts,Classic Series,,,UPS / USPS / FedEx,,,,,,,0,,140,Common Carrier | Ground Advantage,In Stock,Parts,canopy_color; frame_color; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,290,ZCA-BOX-H,ZCA-BOX-H,Parts,false,true,"Missing: canopy_color, frame_color, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, location",Hand Crank,C,Active,Accessory,ea,Z-ACCOR,,251.45,,0,,,,C Series Box: Hand Crank,,,
